id,summary,updaterName,updated,State,Priority,Sprint,Category,Assignee
CMLB-6331,"Добавить использование lombok на сервисах helpdesk, metaproxy, tasks-statistics / BE",ilya.belan,1581888158820,In Progress,Normal,2020.3,Technical debt,ilya.belan
CMLB-6336,"Flow / Решить, что значат цвета flow-элементов / UI/UX",alena.kamneva,1581576391455,Discussion,Normal,2020.3,Fixes&Improvements,nikita.kornilov
CMLB-6360,Queue / Сделать блок задач фиксированым / FE,bogdan.kozatskiy,1581509959560,Fixed,Normal,2020.3,New feature,bogdan.kozatskiy
CMLB-6363,ExportProject / Экспорт/импорт Multivariant проекта в новое окружение/ BE,nikita.knyazkin,1581705212148,Fixed,Normal,2020.3,New feature,vladimir.panchenko
CMLB-6364,ExportProject / Экспорт/импорт Storyboards проекта в новое окружение/ BE,nikita.knyazkin,1581705219108,Fixed,Normal,2020.3,New feature,oleg.rekin
CMLB-6365,ExportProject / Экспорт/импорт Wikipages проекта в новое окружение/ BE,vladimir.panchenko,1581942748558,Fixed,Normal,2020.3,New feature,ilya.belan
CMLB-6370,Bench / Некорректное отображение Description у DMU и Simulation/ FE,bogdan.kozatskiy,1581092769355,Open,Minor,2020.3,Fixes&Improvements,bogdan.kozatskiy
CMLB-6374,Task / Добавить Name и Title на странице задачи / FE,alexey.tikhonov,1581335127003,Open,Normal,2020.3,Fixes&Improvements,alexey.tikhonov
CMLB-6375,KB / Создать описание в KB / DevOps,anatoly.karpenko,1581336077751,Open,Normal,2020.3,Project Documentation,anatoly.karpenko
CMLB-6393,ORM / Добавить возможность конфигурации query с with clause / BE,oleg.rekin,1581433506646,Open,Normal,2020.3,Fixes&Improvements,ilya.belan
CMLB-6395,Infrastructure / Создание документации по инфраструктурным машинам Prod / DevOps,leonid.laboshin,1581593627373,In Progress,Major,2020.3,Project Documentation,dmytro.miroshnychenko
CMLB-6405,Design / Header & layout /  Mockups,alena.kamneva,1581509908732,Open,Normal,2020.3,,sveta.pershay
CMLB-6406,Design / Header & layout /  Design,alena.kamneva,1581509908732,Open,Normal,2020.3,,sveta.pershay
CMLB-6408,Bench / Задачи технического долга на FE / Specification,alexey.tikhonov,1581677669973,Open,Normal,2020.3,Project Documentation,alexey.tikhonov
CMLB-6412,"Queue / Создать точный перечень событий, которые должны вызывать изменения страницы в realtime",alena.kamneva,1581676764934,Open,Normal,2020.3,New feature,skopin
CMLB-6416,Queue / Описание работы с тасками в текущей версии очереди / Specification,alena.kamneva,1581576378481,Discussion,Major,2020.3,Project Documentation,maria.gruzdeva
CMLB-6417,Queue / Оценить трудоемкость задач / BE,alena.kamneva,1581669449058,In Progress,Normal,2020.3,New feature,skopin
CMLB-6419,Cluster Manager / Синхронизация файлов с использованием rsync / BE,oleg.rekin,1581450185193,In Progress,Normal,2020.3,New ClustersManager,dmytro.miroshnychenko
CMLB-6421,Cluster Manager / Оптимизировать синхронизацию без rsync / BE,oleg.rekin,1581332803309,Open,Normal,2020.3,New ClustersManager,oleg.rekin
CMLB-6422,Cluster Manager / Реализовать обработку ошибок для синхронизации без rsync / BE,oleg.rekin,1581442562095,Open,Normal,2020.3,New ClustersManager,oleg.rekin
CMLB-6433,Queue / Обновления данных по сокетам / Specification,pavel.epanechkin,1581879689147,Open,Normal,2020.3,New feature,bogdan.kozatskiy
CMLB-6452,Loadcase / Bar Chart & Line Chart отображать по оси абсцисс значение Date Created simulation / BE,alena.kamneva,1581576363848,Open,Major,2020.3,Fixes&Improvements,ilya.belan
CMLB-6471,CML-ORM / Убрать зависимость от web-api / BE,vladimir.panchenko,1581941771124,Fixed,Normal,2020.3,Technical debt,vladimir.panchenko
CMLB-6473,Jenkins / Всегда запускать юнит тесты при сборке core / BE,leonid.laboshin,1581677163506,Fixed,Normal,2020.3,Fixes&Improvements,anatoly.karpenko
CMLB-6474,Jenkins / Добавить джобы для билда библиотек / BE,leonid.laboshin,1581676913876,In Progress,Normal,2020.3,Fixes&Improvements,dmytro.miroshnychenko
CMLB-6475,Gitlab / Не работает прием MR в elegans через веб-интерфейс / DevOps,leonid.laboshin,1581606444689,In Progress,Normal,2020.3,Fixes&Improvements,dmytro.miroshnychenko
CMLB-6476,Prometheus / Добавить дашборд с запросами к nginx / DevOps,leonid.laboshin,1581681282266,Open,Normal,2020.3,Production support,leonid.laboshin
CMLB-6477,Queue / Resources. Clusters / API для виджета Resources - Clusters / BE,pavel.epanechkin,1581690776524,Fixed,Normal,2020.3,New feature,pavel.epanechkin
CMLB-6478,Queue / Resources. Clusters / Реализовать работу с API для виджета Resources - Clusters / FE,alexey.tikhonov,1581678667706,In Progress,Normal,2020.3,New feature,alexey.tikhonov
CMLB-6479,Queue / Resources. Licenses / Реализовать API для компонента Resources - Licenses / BE,vladimir.panchenko,1581927467118,In Progress,Normal,2020.3,New feature,pavel.epanechkin
CMLB-6480,Queue / Resources. Licenses / Реализовать работу с API для виджета Resources - Licenses / FE,alexey.tikhonov,1581335127003,Open,Normal,2020.3,New feature,alexey.tikhonov
CMLB-6486,Убрать UNSTABLE состояние из build_* job / DevOps,anatoly.karpenko,1581644223737,In Progress,Normal,2020.3,Fixes&Improvements,anatoly.karpenko
CMLB-6489,Queue / Перенести старые таблицы очереди на новую страницу очереди  / FE,valerii.belopolskii,1581674402563,Fixed,Normal,2020.3,New feature,bogdan.kozatskiy
CMLB-6492,Simulation / Привести в соответствие спецификацию / QA,kirill.krasov,1581679174101,Fixed,Normal,2020.3,Project Documentation,kirill.krasov
CMLB-6497,Bench / Обновить модальные окна и привести их к новому виду / Specification,nikita.knyazkin,1581513367767,Open,Normal,2020.3,Fixes&Improvements,alena.kamneva
CMLB-6498,Jenkins / Упала джоба обновления UI на стейдже Stage_NG / DevOps,valerii.belopolskii,1581511207003,Fixed,Major,2020.3,Fixes&Improvements,leonid.laboshin
CMLB-6499,Queue / Открывать блок Tasks при переходе на страницу очереди и сохранять его состояние / FE,valerii.belopolskii,1581679096278,Fixed,Normal,2020.3,New feature,bogdan.kozatskiy
CMLB-6500,Queue / Текущие баги в разработке новой страницы очереди / FE,valerii.belopolskii,1581929681083,In Progress,Normal,2020.3,Fixes&Improvements,bogdan.kozatskiy
CMLB-6501,Queue / Текущие баги в разработке новой страницы очереди / BE,vladimir.panchenko,1581928870158,Fixed,Normal,2020.3,Fixes&Improvements,pavel.epanechkin
CMLB-6502,Bench / Разработать  новый дизайн для модальных окон Run и Run PostProc / UI,alena.kamneva,1581576363850,In Progress,Normal,2020.3,Fixes&Improvements,nikita.kornilov
CMLB-6503,Bench / Оценить трудозатраты по обновлению модальных окон в проекте /FE,alena.kamneva,1581337948651,Open,Normal,2020.3,Organization,alexey.tikhonov
